source_id,split
5701,training
3984,training
1571,training
4871,training
15202,training
20819,training
1926,training
10660,training
20526,training
21079,training
12957,training
12773,training
3192,training
112,training
14957,training
7460,training
7918,training
7811,training
22192,training
15667,training
22436,training
9541,training
20680,training
18050,training
20790,training
2490,training
20897,training
20874,training
1998,training
3331,training
5307,training
7552,training
4936,training
18899,training
8690,training
1918,training
17955,training
11781,training
6459,training
20312,training
2133,training
8187,training
14551,training
3451,training
15181,training
23207,training
191,training
17233,training
21886,training
2792,training
21828,training
24226,training
11340,training
12291,training
2468,training
4703,training
15448,training
20020,training
9978,training
6458,training
9373,training
7960,training
23836,training
11246,training
11832,training
8998,training
11172,training
18862,training
5916,training
16141,training
4510,training
5421,training
10637,training
12270,training
2237,training
9205,training
6670,training
16280,training
16847,training
20106,training
2422,training
7634,training
6407,training
20609,training
9339,training
10676,training
22947,training
11551,training
13175,training
19411,training
15947,training
21387,training
16676,training
20611,training
20329,training
5185,training
20491,training
18075,training
13743,training
15621,training
22727,training
4188,training
24414,training
2001,training
5868,training
20646,training
1225,training
8132,training
5078,training
23993,training
17376,training
9955,training
64,training
24409,training
1885,training
13497,training
16987,training
8726,training
993,training
16866,training
6696,training
10071,training
11057,training
2198,training
3709,training
10740,training
788,training
10060,training
3904,training
729,training
861,training
22099,training
15902,training
17849,training
22337,training
9088,training
6287,training
6249,training
14269,training
8935,training
2527,training
21301,training
22809,training
6590,training
4584,training
16501,training
20100,training
14964,training
636,training
19089,training
14576,training
4372,training
14367,training
17139,training
11640,training
13360,training
6493,training
13023,training
12385,training
2535,training
16514,training
23767,training
24196,training
21296,training
876,training
3194,training
13376,training
20556,training
23675,training
1755,training
5459,training
18911,training
9745,training
20513,training
20590,training
7875,training
11667,training
23990,training
17013,training
15553,training
7226,training
3457,training
11443,training
6811,training
8243,training
13555,training
13982,training
19519,training
20514,training
3151,training
11734,training
21311,training
18343,training
23880,training
15241,training
23424,training
23167,training
7172,training
11505,training
14040,training
13553,training
13598,training
3419,training
20003,training
17270,training
19391,training
11385,training
14775,training
24285,training
13390,training
13638,training
5424,training
2160,training
16677,training
3652,training
6037,training
9247,training
20639,training
16465,training
22514,training
8049,training
9517,training
2795,training
953,training
7253,training
16203,training
16881,training
13277,training
11108,training
24620,training
575,training
5358,training
19321,training
7669,training
22339,training
18042,training
17580,training
12609,training
2451,training
9559,training
9154,training
19857,training
8736,training
23224,training
17576,training
24010,training
18944,training
5644,training
22683,training
17579,training
21287,training
2260,training
20613,training
22093,training
17512,training
2814,training
24656,training
13915,training
5145,training
22581,training
20507,training
2152,training
15034,training
6611,training
16502,training
23131,training
4515,training
16960,training
21775,training
7527,training
19324,training
23814,training
14830,training
